entry_id	figure	panel	source	record_type	independent_unit	notes	sha256
subtree.phase1.summary	figS19	a-b	source_data/trained_subtree_address/condition_summary.csv	panel_source	paired independent confirmatory seed (n=10 per condition)	Condition means and seed-bootstrap intervals for the completed phase-1 cohort.	35a827b44144056ea1470625b4c83a3b2acb98890c94400ee07e79cc4566a56e
subtree.phase1.ledger	figS19	text	source_data/trained_subtree_address/mechanism_ledger.csv	panel_source	paired independent confirmatory seed (n=10 per condition)	Context-label balance, route matrices, and strict fallback counts.	bff4f2e3efb3b2072820c4e4f9b37ceb57a1308f763f5c7de24b910c8efd5e41
subtree.phase1.reproducibility	figS19	text	source_data/trained_subtree_address/summary.json	panel_source	confirmatory experiment	Frozen configuration and executable hashes, environment, and completeness gates.	4a957ca1238d38126dac304ab860970d8f82362352e8c0d2f4cbb09ca6afe873
focalmatrix.asset	figS11	all	figures/supplementary/figure_S11_panels_A-C.pdf	figure_asset	reconstructed cell (n=8)	Fixed-absolute dose, cable selectivity, and signed-gradient passive focal-shunt matrix.	79b8b946b969939a71e4f64d1b8e3e0cb58f2a298114b1b6d2f6a644b296c100
focalmatrix.sites	figS11	a-c	source_data/focal_selectivity_phase1/site_outcomes.csv.gz	panel_source	reconstructed cell; focal sites and regimes nested within cell (n=8 cells)	All 16,362 focal-site, dose, regime, and intervention rows.	7d87e2bec5252f80b157db5b1e08904791ce0b619c0f427abcf8fb0b35289e6c
focalmatrix.cells	figS11	a-c	source_data/focal_selectivity_phase1/cell_condition_metrics.csv	panel_source	reconstructed cell (n=8)	Site outcomes averaged within cell before inference.	fc7ce13223bd4d54a79d1beb8ef64b6ba6dbf564da8f0bed0650c2cefa3c8240
focalmatrix.summary	figS11	a-c	source_data/focal_selectivity_phase1/condition_summary.csv	panel_source	reconstructed cell (n=8)	Cell means and cell-bootstrap intervals across the complete passive matrix.	3edf6bcf61964633c407217ade2a725752c483fcae14c1e0580653c6f8bbbd23
focalmatrix.contrasts	figS11	a	source_data/focal_selectivity_phase1/paired_contrasts.csv	panel_source	reconstructed cell (n=8)	Shunt-minus-additive contrasts for localization and signed gradient endpoints.	25bcd6419886566679d269da41f3595a59dba9f30b54af8a1cbfac9bc2f6d8a6
focalmatrix.reproducibility	figS11	text	source_data/focal_selectivity_phase1/summary.json	panel_source	confirmatory passive matrix	Frozen hashes, positive-definiteness, somatic residual, environment, and scope boundary.	de17bb5e8363ef52ff2be8cf74f150ae9bb1f34026a94afdf624162fa9b88d6c
prospective.fixed_budget.asset	figS8	all	figures/supplementary/figure_S08_panels_A-I.pdf	figure_asset	paired independent training seed (n=10 per condition)	Supplementary fixed-terminal-branch and input-contact budget depth control.	45cc1376b7c1b688e9b1cd4f0a541a36cba2f00f322edfc5ee2ca9707365b297
prospective.fixed_budget.conditions	figS8	a-d,g-i	source_data/prospective_input_validity/followup_publication_condition_summary.csv	panel_source	paired independent training seed (n=10 per condition)	Condition summaries for the 160 input-valid additive fixed-budget runs; filter family=fixed_budget.	336f30ee527c981ce79421a5b847e7825ec3bc64468a3656202559d7c573d39c
prospective.fixed_budget.contrasts	figS8/figS19	e-f/f	source_data/prospective_input_validity/followup_publication_paired_contrasts.csv	panel_source	paired independent training seed (n=10 per condition)	Input-valid depth-four-minus-depth-one and local-minus-backpropagation contrasts; filter study=fixed_budget.	4bd51d25b3569863f73d09febd766f0a7fceb104b859ff9e2f30dfab5cc8821f
prospective.fixed_budget.runs	figS8	a-i	source_data/prospective_input_validity/followup_publication_seed_outcomes.csv	panel_source	paired independent training seed (n=10 per condition)	All 160 input-valid additive fixed-budget outcomes; filter family=fixed_budget.	26e3edbe4f6cb4252c783a7054d8915a489e3979d85dda04e6076bc276a80eae
prospective.validity.ledger	figS45	text	source_data/prospective_input_validity/historical_run_validity.csv	panel_source	training run (n=1,840)	Outcome-independent resolved-input validity and publication-inclusion ledger for the complete historical prospective programme.	69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e
prospective.validity.summary	figS45	text	source_data/prospective_input_validity/summary.json	panel_source	historical prospective programme	Rule, counts and scope of the signed-input positive-conductance exclusion.	7e96fac69f2989dc5f892638234d1d8f724f9339b9eeed3dd2a91379cc2fddfc
inhcensus.axons	figS12	d-f	source_data/microns_inhibitory_routes/inhibitory_axon_metrics.csv	panel_source	presynaptic inhibitory axon aggregate (n=92) within target	Dependence control after averaging repeated inhibitory connections within presynaptic axon.	65484f21e0ebb7aa277352ad96adbab76768a8bd3660b8594168cf708f3d75a2
inhcensus.spatial3d	figS12	d-f	source_data/microns_inhibitory_routes/inhibitory_3d_matched_target_metrics.csv	panel_source	reconstructed target cell (n=20; one mouse)	Joint path-distance and three-dimensional matching control.	2a102fd96c480b205e7579e19a8980da3e9f34d69f97b73ae9b6e918969b2cfc
spatial.audit.asset	figS7	all	figures/supplementary/figure_S07_panels_A-D.pdf	figure_asset	paired training seed and fixed topology map	Supplementary fixed-topology performance and connectivity audit.	1986b17df103eb21e971740299b8cd3d9600acb417af52efbe1044e1c668b9b2
spatial.audit.owner	figS7	b-c	source_data/spatial_topology_audit/owner_metrics.csv	panel_source	neuron-level topology map (n=2,560)	Unique coverage, repeated contacts, branch overlap, and feature-degree dispersion.	e2b526828e7ca6b77d7ff85e8a80f888e7c9fa610be696cacbe0a11e749b38c0
spatial.audit.performance	figS7	d	source_data/spatial_topology_audit/task_feedback_effects.csv	panel_source	paired independent training seed (n=10 per task and feedback)	Spatial-minus-random accuracy averaged within seed across neuron models under backpropagation and three local feedback fields.	ea2c0f3208e9ef0bd9e8a0d3bc87a5273eb87e6684c9b4b8f57e53d7f0e5ef60
inherited.s1.asset	figS1	all	figures/supplementary/figure_S01_panels_A-E.pdf	figure_asset	not applicable	Unchanged NeurIPS/arXiv mechanistic figure asset.	d35198c769fdd0972476955ea40af5a82562c4f92385ea8bba2148c4ae8dd90f
inherited.s1.generator	figS1	all	scripts/inherited_neurips/generate_theory_diagnostics_figures.py	generator_snapshot	not applicable	Byte-identical snapshot of the original panel generator.	213610d30ebaebfd7e7417da7b3787221bc8a578bb2d4da9f9a9f82780aede80
inherited.s2.asset	figS2	all	figures/supplementary/figure_S02_panels_A-E.pdf	figure_asset	not applicable	Unchanged NeurIPS/arXiv competence and feedback-definition figure asset.	9399ed38020e7e310b7a17f09caa49aabb4b7145ddf1ed4d1ab1fc2e38e3abe2
inherited.s2.generator	figS2	all	scripts/inherited_neurips/generate_neurips_figures.py	generator_snapshot	not applicable	Byte-identical snapshot of the original generator.	d03020396906e4ea59db2464dcfd1ad3a33da213d9c7cc970f637cd55e94223d
inherited.s3.asset	figS3	all	figures/supplementary/figure_S03_panels_A-D.pdf	figure_asset	not applicable	Unchanged NeurIPS/arXiv rule and feedback-control figure asset.	4eb902deb3e7c36a9b358a041897167b7e62b1a1d4f56359da99b245cb463a9a
positive.asset	figS13	all	figures/supplementary/figure_S13_panels_A-F.pdf	figure_asset	paired independent simulation seed (n=50)	Six-panel rendering of the prospectively corrected, step-consistent state-matched conductance reliability mechanism and boundary.	47e790a96daf408e8baee4dd1c7c8764d679f3de0aed232365f5e8763a4039e9
positive.a	figS13	a	scripts/build_positive_conductance_reliability_figure.py	panel_source	mechanism schematic	Programmatic state-matching schematic and physical eligibility attenuation identity.	6316689b440de0af336f709f92a187b7e0a3c8ca5901f582a6a7bbfe4d089634
positive.b	figS13	b	source_data/positive_conductance_reliability_step_consistent/branch_reliability.csv	panel_source	paired independent simulation seed (n=50)	Prespecified branch signal, noise, SNR, statistical reliability, step-optimal attenuation and coefficient-noise values.	5b92fd0d45406bf2248f3341ad02670b719a256484ef622788bd52a22c6e3d9c
positive.c-e	figS13	c-e	source_data/positive_conductance_reliability_step_consistent/condition_summary.csv	panel_source	paired independent simulation seed (n=50)	Corrected one-step and final held-out loss summaries across heterogeneity and nine matched methods.	a63d662ff9f729610c52f5d1feea030c41ef6fb635116b0b1715df5c68b21840
positive.d-f	figS13	d,f	source_data/positive_conductance_reliability_step_consistent/extended_contrasts.csv	panel_source	paired independent simulation seed (n=50)	Paired corrected aligned-versus-control one-step and final-loss contrasts with bootstrap intervals and Wilcoxon tests.	1a651b88b2f99f0ca3610c538b82a89434e1b65909f565892662cd4e5d42240d
positive.outcomes	figS13	c-f	source_data/positive_conductance_reliability_step_consistent/seed_outcomes.csv	panel_source	paired independent simulation seed (n=50)	All 2,250 fresh step-consistent confirmatory seed, heterogeneity and method outcomes.	adc6216c1bf693e12e7d25d0408834bb873a59bcd240c3e71b2876d6f6c79e19
positive.summary	figS13	text	source_data/positive_conductance_reliability_step_consistent/summary.json	panel_source	confirmatory mechanism experiment	Frozen hashes, row count, independent update gates, frozen-clamp finite-difference gate and scope boundary.	57958e719ca5c46969de6036c3c685c24da2679eb042905bbfbdfbee4c1c7781
same_span.asset	figS14	all	figures/supplementary/figure_S14_panels_A-F.pdf	figure_asset	paired independent simulation seed (n=50)	Six-panel rendering of identical-span coordinate learning and its finite-data bias--variance crossover.	965e80575a09910f57d0d5a1c4b2073b04ea57b589802dfdd37fe1da95240bf6
same_span.trajectories	figS14	c-e	source_data/same_span_coefficient_learning/seed_trajectories.csv	panel_source	paired independent target-and-noise seed (n=50)	All 4,800 checkpoint rows across sample size, coordinate parameterization and optimizer.	46edd41f8622d55ac34d7f3c18f2c9e8cde645fbe82eb1224511b9fb68784b97
same_span.contrasts	figS14	f	source_data/same_span_coefficient_learning/paired_contrasts.csv	panel_source	paired independent target-and-noise seed (n=50)	Prespecified same-span final-loss contrasts with bootstrap intervals and Wilcoxon tests.	41eee161392664aeea25b444a72a0fb556735631ed7dac761707cc843cb4c6c7
same_span.theory	figS14	f	source_data/same_span_coefficient_learning/theory_predictions.csv	panel_source	paired independent target seed (n=50)	Exact finite-time modal bias and accumulated-variance predictions for every displayed condition.	413a1c89e9bd306e591c0eb03a4f06d6f8e1e52e52f6878109f8a154e0749344
same_span.crossovers	figS14	f	source_data/same_span_coefficient_learning/predicted_sample_crossovers.csv	panel_source	paired independent target seed (n=50)	Target-specific exact effective-sample crossovers for raw and statically scaled nested coordinates versus Haar.	456aee6e8538d81e6ecf2ca9022752c4049b8cf38189313f4a0684e70cbd3b2c
same_span.summary	figS14	text	source_data/same_span_coefficient_learning/summary.json	panel_source	confirmatory rate experiment	Frozen hashes, 4,800-row count, projector and Gram-control numerical gates and scope boundary.	844a2a1f38d8ee12aae7059703796f088e9d24096d4ef57070a9eca3949bddf9
physical.asset	figS31	c	figures/supplementary/figure_S31_panels_A-G.pdf	figure_asset	paired independent training seed (n=10)	Eight-panel exact-resource nonlinear physical-depth experiment, design and controls.	9bc3a51813bead71578fdc6a7ee00a6ee92395323e8f88c1f13cb32482939819
physical.schematic	figS31	a-b	scripts/analyze_nonlinear_physical_depth_confirmatory.py	panel_source	not applicable	Programmatic topology, task and outcome-independent control schematics.	7483402f81914c164ca1b9d61688cc6c16878420e7174be77286831c413d81da
physical.outcomes	figS31	c	source_data/nonlinear_physical_depth_confirmatory/seed_outcomes.csv	panel_source	paired independent training seed (n=10)	All 270 valid exact-resource confirmatory outcomes; the invalid cyclic execution is excluded by the artifact gate.	a2895084832d5b5704cb392671c6d2972b9f4bfd81e49758ec5808d2d7cb350b
physical.conditions	figS31	c	source_data/nonlinear_physical_depth_confirmatory/condition_summary.csv	panel_source	paired independent training seed (n=10)	Depth-resolved BP, LocalCA and raw-additive condition means and bootstrap intervals.	a312fadcec1b5440d6fc6e05f4694f2bd65c73d6b25b578cea9d1f7fa314ee0f
physical.contrasts	figS31	text	source_data/nonlinear_physical_depth_confirmatory/paired_contrasts.csv	panel_source	paired independent training seed (n=10)	Prespecified depth effects and aligned-minus-control interactions.	5b7aeafb56c4ef9bfdc00a689a2c7e4489720309bdb74f02fb5006aab6b1df7c
physical.audit	figS31	text	source_data/nonlinear_physical_depth_confirmatory/audit.json	panel_source	confirmatory artifact audit	Completeness, resource equality, finite-metric, no-fallback, accessibility and positive-claim gates.	c17ad9184b9382f1792e78d6b7d92ec062d5ace048228a8abfcbdff5761c255d
physical.mechanism	figS31	text	source_data/nonlinear_physical_depth_confirmatory/mechanism_gradient_summary.csv	panel_source	paired trained checkpoint and held-out batch (n=10 per depth)	Exact-path and shared-soma LocalCA gradient vectors compared with autograd on identical checkpoint states.	2b149f95f3ccd99c281918688ccf39e1210f0d6f1a67205528a9d9b78eb0de22
physical.mechanism_audit	figS31	text	source_data/nonlinear_physical_depth_confirmatory/mechanism_audit.json	panel_source	checkpoint replay audit	Finite state, complete tensor inventory and path-transport exactness gates across 30 checkpoints.	78ba4c944303a9cd784424cc7e409e77f5bf5eec3d9a834bccfad7129da59b5e
physical_calibration.asset	figS15	all	figures/supplementary/figure_S15_panels_A-D.pdf	figure_asset	exploratory training seed (n=2 per cell)	Four-panel transparent operating-point calibration; no exploratory seed enters inference.	9bf874b4ff48aed0477e74e9be607e601537597c8f0f610f446c75610b729331
physical_calibration.canary	figS15	a	source_data/nonlinear_physical_depth_canary/bp_aligned_seed_rows.csv	panel_source	exploratory training seed (n=2)	Negative severe-shift canary retained before accessibility calibration.	a2c101937bd7ebbc3c70c0c82a93cdfb255107f16c47d19d8e0707445b3f9eed
physical_calibration.accessibility	figS15	b	source_data/nonlinear_physical_depth_accessibility/bp_seed_rows.csv	panel_source	exploratory training seed (n=2 per cell)	Unseen gain-shift accessibility ladder.	f29c43307bfa93ad000f5ecee084c38dea7efaf9a8304b439d6e622d3f6eb6e8
physical_calibration.coupling	figS15	c	source_data/nonlinear_physical_depth_coupling/bp_seed_rows.csv	panel_source	exploratory training seed (n=2 per cell)	Child-coupling ladder at matched train/test gain.	77b6095e482feab9bd810bb3ced8df746bfda4a9ab0c30acdf273bb69454bbcf
physical_calibration.signal	figS15	d	source_data/nonlinear_physical_depth_signal/bp_seed_rows.csv	panel_source	exploratory training seed (n=2 per cell)	Signal-contrast ladder used to locate the non-ceiling boundary.	f829075367f15868ea392a8a86acfbfd67308ed70fd445a3a26029bef1ee4427
